0,0.9,0
0.010101,0.89192,0.012328
0.020202,0.88384,0.024656
0.030303,0.87576,0.036984
0.040404,0.86768,0.049312
0.050505,0.8596,0.06164
0.060606,0.85152,0.073968
0.070707,0.84343,0.086296
0.080808,0.83535,0.098624
0.090909,0.82727,0.11095
0.10101,0.81919,0.12328
0.11111,0.81111,0.13561
0.12121,0.80303,0.14794
0.13131,0.79495,0.16026
0.14141,0.78687,0.17259
0.15152,0.77879,0.18492
0.16162,0.77071,0.19725
0.17172,0.76263,0.20958
0.18182,0.75455,0.2219
0.19192,0.74646,0.23423
0.20202,0.73838,0.24656
0.21212,0.7303,0.25889
0.22222,0.72222,0.27122
0.23232,0.71414,0.28354
0.24242,0.70606,0.29587
0.25253,0.69798,0.3082
0.26263,0.6899,0.32053
0.27273,0.68182,0.33286
0.28283,0.67374,0.34383
0.29293,0.66566,0.35475
0.30303,0.65758,0.36566
0.31313,0.64949,0.37658
0.32323,0.64141,0.3875
0.33333,0.63333,0.39841
0.34343,0.62525,0.40933
0.35354,0.61717,0.42025
0.36364,0.60909,0.43116
0.37374,0.60101,0.44208
0.38384,0.59293,0.453
0.39394,0.58485,0.46392
0.40404,0.57677,0.47483
0.41414,0.56869,0.48575
0.42424,0.56061,0.49667
0.43434,0.55253,0.50758
0.44444,0.54444,0.5185
0.45455,0.53636,0.52942
0.46465,0.52828,0.54033
0.47475,0.5202,0.55125
0.48485,0.51212,0.56217
0.49495,0.50404,0.57308
0.50505,0.49596,0.584
0.51515,0.48788,0.59492
0.52525,0.4798,0.60584
0.53535,0.47172,0.61675
0.54545,0.46364,0.62767
0.55556,0.45556,0.63859
0.56566,0.44747,0.6495
0.57576,0.43939,0.66042
0.58586,0.43131,0.67011
0.59596,0.42323,0.67816
0.60606,0.41515,0.6862
0.61616,0.40707,0.69425
0.62626,0.39899,0.70229
0.63636,0.39091,0.71034
0.64646,0.38283,0.71839
0.65657,0.37475,0.72643
0.66667,0.36667,0.73448
0.67677,0.35859,0.74252
0.68687,0.35051,0.75057
0.69697,0.34242,0.75862
0.70707,0.33434,0.76666
0.71717,0.32626,0.77471
0.72727,0.31818,0.78275
0.73737,0.3101,0.7908
0.74747,0.30202,0.79885
0.75758,0.29394,0.80689
0.76768,0.28586,0.81494
0.77778,0.27778,0.82299
0.78788,0.2697,0.83103
0.79798,0.26162,0.83908
0.80808,0.25354,0.84712
0.81818,0.24545,0.85517
0.82828,0.23737,0.86322
0.83838,0.22929,0.87126
0.84848,0.22121,0.87931
0.85859,0.21313,0.88735
0.86869,0.20505,0.8954
0.87879,0.19697,0.90345
0.88889,0.18889,0.91149
0.89899,0.18081,0.91954
0.90909,0.17273,0.92758
0.91919,0.16465,0.93563
0.92929,0.15657,0.94368
0.93939,0.14848,0.95172
0.94949,0.1404,0.95977
0.9596,0.13232,0.96782
0.9697,0.12424,0.97586
0.9798,0.11616,0.98391
0.9899,0.10808,0.99195
1,0.1,1
