a,cost_discrete,cost_identity
1.0,0.0068027210884353756,0.010666666666666668
1.3103448275862069,0.0068027210884353756,0.0090666666678793431
1.6206896551724137,0.0068027210884353756,0.0079349593526460826
1.9310344827586208,0.0068027210884353756,0.0070921986074704395
2.2413793103448274,0.0068027210884353756,0.0064402515584751014
2.5517241379310347,0.0068027210884353756,0.0059209039483811279
2.8620689655172415,0.0068027210884353756,0.005497435896010725
3.1724137931034484,0.0068027210884353756,0.0051455399055844783
3.4827586206896552,0.0068027210884353756,0.0048484848461862896
3.7931034482758621,0.0068027210884353756,0.0045943775089356299
4.1034482758620694,0.0068027210884353756,0.0043745318354559606
4.4137931034482758,0.0068027210884353756,0.004182456140654647
4.7241379310344831,0.0068027210884353756,0.0040132013202291202
5.0344827586206895,0.0068027210884353756,0.0038629283487448731
5.3448275862068968,0.0068027210884353756,0.0037286135693019576
5.6551724137931032,0.0068027210884353756,0.0036078431368940316
5.9655172413793105,0.0068027210884353756,0.0034986666666428795
6.2758620689655178,0.0068027210884353756,0.003399491094240517
6.5862068965517242,0.0068027210884353756,0.0033090024331570763
6.8965517241379315,0.0068027210884353756,0.003226107226120292
7.2068965517241379,0.0068027210884353756,0.0031498881431617264
7.5172413793103452,0.0068027210884353756,0.0030795698924576463
7.8275862068965516,0.0068027210884353756,0.0030144927536180418
8.137931034482758,0.0068027210884353756,0.0029540918163700521
8.4482758620689662,0.0068027210884353756,0.0028978805394990698
8.7586206896551726,0.0068027210884353756,0.0028454376163873545
9.068965517241379,0.0068027210884353756,0.0027963963963963932
9.3793103448275872,0.0068027210884353756,0.0027504363001745148
9.6896551724137936,0.0068027210884353756,0.0027072758037225055
